dispute_id,dispute_created_at,disputed_usd_amount,dispute_status,dispute_reason,transaction_created_at,card_country,merchant_name,merchant_category
ca38a4cb-7b51-4735-b5b1-61385798b647,2020-01-04 11:13:46,24.71,won,fraud,2019-12-31 17:48:23,Israel,candyland,foodstuffs
0390afca-3e02-4987-8b5a-f75f7753ec3f,2020-01-04 11:14:03,18.82,won,damaged_product,2019-12-30 13:52:18,Israel,candyland,foodstuffs
d4805c5f-c5bd-41b4-8557-2fe97b2630ef,2020-01-04 21:33:57,23.94,lost,product_not_received,2019-12-31 13:53:52,Israel,candyland,foodstuffs
1380bf9c-4914-4a0c-bb09-aa513b6343d4,2020-01-05 1:19:47,8.23,lost,fraud,2019-12-31 2:17:58,Israel,candyland,foodstuffs
80b3b9a5-6bc2-4006-9ce9-daf484c3cb60,2020-01-05 2:32:52,6.38,lost,fraud,2020-01-01 9:47:43,Israel,candyland,foodstuffs
0e0ec831-6a79-473b-a546-38eb8696427b,2020-01-05 7:48:58,19.81,won,product_not_received,2020-01-02 2:53:47,Israel,candyland,foodstuffs
dabf96df-47fc-48d7-a697-8537b7ced2ef,2020-01-05 7:53:06,15.78,lost,credit_not_processed,2019-12-31 20:07:32,Israel,candyland,foodstuffs
0e989bb9-3278-44d8-9453-acd0cbe8b3d0,2020-01-05 8:17:44,14.25,won,credit_not_processed,2020-01-01 23:29:17,Israel,candyland,foodstuffs
664b23b5-2a57-4a54-92fe-6207cf9bb366,2020-01-05 14:53:47,12.38,lost,fraud,2020-01-02 13:10:01,Israel,candyland,foodstuffs
a32d371e-12ba-4b9d-ba3b-46c50afa35dc,2020-01-05 17:42:50,18.61,won,fraud,2020-01-02 10:02:05,Israel,candyland,foodstuffs
e62fed44-ab68-456b-b051-86e47fe82196,2020-01-06 0:11:33,23.45,won,product_not_received,2020-01-01 2:25:28,Israel,candyland,foodstuffs
1fb39d3d-bf00-47d4-8f6f-5e37e3cb087b,2020-01-06 2:29:24,12.81,won,unrecognized,2020-01-03 2:23:11,Israel,candyland,foodstuffs
a9213a5e-0403-4ec1-918d-0c853fa355d8,2020-01-06 2:51:16,17.13,won,product_not_received,2020-01-02 1:31:34,Israel,candyland,foodstuffs
143de237-901b-4f80-bce7-a8be765d0d13,2020-01-06 13:26:39,20.65,lost,damaged_product,2020-01-01 17:04:08,Israel,candyland,foodstuffs
c8ef51f6-3681-4558-ba66-d46e0b179c07,2020-01-06 23:03:46,18.23,won,product_not_received,2020-01-03 19:43:26,Israel,candyland,foodstuffs
cd9571eb-d683-4cc0-a500-59d89b71c8cf,2020-01-07 12:42:30,18.75,won,product_not_received,2020-01-03 20:15:01,Israel,candyland,foodstuffs
adbe363c-9cee-45fd-bde5-3596313f5a56,2020-01-07 17:58:10,19.71,won,product_not_received,2020-01-04 15:09:44,Israel,candyland,foodstuffs
df137b60-fd09-411d-ac90-522948025349,2020-01-08 13:44:51,13.76,lost,fraud,2020-01-05 0:04:05,Israel,candyland,foodstuffs
b1f99b1e-0a11-4b50-8dac-a84354361a31,2020-01-08 14:08:21,10.4,won,product_not_received,2020-01-04 15:57:03,Israel,candyland,foodstuffs
a3c245ec-0c0d-44c4-9b75-dc4483b56ee4,2020-01-09 2:00:35,11.28,lost,product_not_received,2020-01-04 17:51:46,Israel,candyland,foodstuffs
520a9cb5-32da-4fb0-a0eb-7aa4a4bae691,2020-01-09 5:37:02,17.91,won,damaged_product,2020-01-05 23:20:06,Israel,candyland,foodstuffs
69a65c58-c401-4fba-bbf9-f5dfdca4f72d,2020-01-11 1:15:59,1.17,won,credit_not_processed,2020-01-06 12:23:14,Israel,candyland,foodstuffs
62c3df20-7646-49b4-8335-99cb95083716,2020-01-11 13:05:26,8.16,lost,fraud,2020-01-07 23:00:09,Israel,candyland,foodstuffs
5c8808d2-546a-43b4-9c61-74b61783e4a5,2020-01-11 23:35:50,22.28,won,product_not_received,2020-01-08 3:51:52,Israel,candyland,foodstuffs
cd9848d2-51a9-45f4-a620-49e3b8dc5cf9,2020-01-12 3:04:50,10.29,lost,fraud,2020-01-08 10:34:14,Israel,candyland,foodstuffs
8f18c6a5-f918-49b9-aa33-0b7d2b5ff247,2020-01-12 5:19:31,7.77,won,fraud,2020-01-07 5:27:13,Israel,candyland,foodstuffs
f37a7346-4eea-4c45-83ca-fd49171945e1,2020-01-12 7:18:02,24.44,won,fraud,2020-01-07 10:30:45,Israel,candyland,foodstuffs
35115080-0be8-4222-9dfc-418b0fecbe5d,2020-01-13 12:24:32,16.39,lost,damaged_product,2020-01-08 15:12:44,Israel,candyland,foodstuffs
73a7cf15-6fc0-4531-a2ee-398622f0afef,2020-01-13 14:51:09,18.18,lost,fraud,2020-01-10 10:19:29,Israel,candyland,foodstuffs
6d634491-1789-42ae-8560-dfaf870f26c9,2020-01-13 18:18:52,19.7,won,damaged_product,2020-01-09 10:09:32,Israel,candyland,foodstuffs
cb8f8e9d-6f94-4b01-98a4-ede3f29bd302,2020-01-14 0:07:21,1.83,won,unrecognized,2020-01-10 2:33:38,Israel,candyland,foodstuffs
64fd0f93-830e-4343-b66d-cc96b996cd6f,2020-01-14 2:25:30,9.31,lost,fraud,2020-01-10 13:05:14,Israel,candyland,foodstuffs
558d32d3-1c07-4415-a140-b455081424ff,2020-01-14 16:43:32,16.22,won,credit_not_processed,2020-01-10 6:51:12,Israel,candyland,foodstuffs
96ddd5d4-0c61-4f64-b5d1-987f2cff7901,2020-01-14 23:54:20,6.28,won,product_not_received,2020-01-11 12:00:22,Israel,candyland,foodstuffs
a9a80d40-01ea-41e2-9156-9df1c97569c3,2020-01-15 4:10:30,23.71,lost,fraud,2020-01-10 7:34:55,Israel,candyland,foodstuffs
8b87ac09-1b4c-407b-820c-583aa9ae38d7,2020-01-15 12:13:44,16.06,lost,product_not_received,2020-01-12 0:09:40,Israel,candyland,foodstuffs
281337a2-db97-4fd3-91e8-6520e265f616,2020-01-15 18:43:50,15.62,lost,fraud,2020-01-10 22:36:00,Israel,candyland,foodstuffs
40c849f3-17ee-4540-826d-4209e2901ac8,2020-01-15 22:07:50,23.05,won,damaged_product,2020-01-11 4:37:38,Israel,candyland,foodstuffs
5dea7589-1d4f-4b1c-bbb8-e256851c65a2,2020-01-16 7:10:32,3.58,lost,fraud,2020-01-11 18:53:53,Israel,candyland,foodstuffs
bf94187c-8b17-4190-83e3-3a1bccfc53e7,2020-01-16 17:42:04,12.48,lost,fraud,2020-01-13 8:09:12,Israel,candyland,foodstuffs
d7ce6734-94ba-404c-8b69-6f3337381d72,2020-01-16 22:31:55,14.71,lost,fraud,2020-01-13 9:09:54,Israel,candyland,foodstuffs
e71e0c83-ecd7-4224-b6f4-c67cb5dc75e3,2020-01-17 17:11:24,22.65,won,damaged_product,2020-01-13 6:28:08,Israel,candyland,foodstuffs
1dc08b71-4565-4eff-88c5-36da25fca255,2020-01-17 18:11:50,6.87,lost,fraud,2020-01-14 17:29:20,Israel,candyland,foodstuffs
02f93291-c52a-4ae4-a82c-4b176a8029ec,2020-01-17 20:09:14,24.68,lost,fraud,2020-01-14 5:37:59,Israel,candyland,foodstuffs
dccfbae4-e868-45c3-b91d-8d70487c77c3,2020-01-17 21:45:09,5.64,lost,fraud,2020-01-13 17:24:32,Israel,candyland,foodstuffs
dc63e955-7e42-466b-a909-bbed74cef4b3,2020-01-18 3:04:43,5.84,lost,credit_not_processed,2020-01-14 6:26:56,Israel,candyland,foodstuffs
b8d8823f-e4e2-4105-a043-db10a900e5e8,2020-01-18 4:37:26,7.07,lost,fraud,2020-01-13 7:53:59,Israel,candyland,foodstuffs
294f6bf5-438e-44d2-8d53-e75123ee3db1,2020-01-18 9:33:58,19.03,won,damaged_product,2020-01-13 23:11:50,Israel,candyland,foodstuffs
f360b212-4232-4246-ba5b-e5120c5e1f7e,2020-01-18 14:06:48,19.64,won,product_not_received,2020-01-15 10:19:59,Israel,candyland,foodstuffs
d0a2333d-6ce4-42c0-8751-3528ffeba984,2020-01-18 20:42:05,14.46,won,credit_not_processed,2020-01-15 9:02:15,Israel,candyland,foodstuffs
f0591bc1-3455-40da-a1f7-c42948c9b640,2020-01-18 22:42:56,6.64,won,damaged_product,2020-01-15 20:48:29,Israel,candyland,foodstuffs
86844e88-4721-4357-ab71-c1a5348e49e1,2020-01-19 11:43:41,16.92,won,fraud,2020-01-15 17:15:34,Israel,candyland,foodstuffs
5ad6fda0-1432-4900-a718-aef6659f87e5,2020-01-20 11:42:28,12.23,won,damaged_product,2020-01-15 17:12:22,Israel,candyland,foodstuffs
f4a67936-c377-49a9-9c9f-cf98520735ac,2020-01-21 9:05:08,11.33,lost,product_not_received,2020-01-17 5:57:16,Israel,candyland,foodstuffs
c80edd7a-3207-4193-8a68-893e314a6369,2020-01-21 12:25:55,8.8,lost,fraud,2020-01-17 13:04:19,Israel,candyland,foodstuffs
ff6c74fc-5c72-4cb9-bef1-bd37352f0363,2020-01-21 16:11:54,2.68,lost,fraud,2020-01-17 23:13:18,Israel,candyland,foodstuffs
afd7ca98-2144-4900-bd64-35cf9ca10f3f,2020-01-21 18:36:37,43.67,won,damaged_product,2020-01-17 8:55:22,Israel,candyland,foodstuffs
4fb6ed82-40bf-408a-a8ac-1f04ba67a22f,2020-01-21 19:44:06,3.7,won,product_not_received,2020-01-18 1:48:39,Israel,candyland,foodstuffs
46ef2a8b-34cf-4d72-8731-8528a060d5b9,2020-01-22 9:15:41,2.2,lost,fraud,2020-01-17 23:02:23,Israel,candyland,foodstuffs
d3cae5e8-7264-4741-a667-38fc5b7bbb64,2020-01-22 14:15:50,20.67,lost,fraud,2020-01-18 3:11:59,Israel,candyland,foodstuffs
77d95de7-4f16-4417-9b8b-d81d52fa126a,2020-01-23 6:07:41,14.98,lost,fraud,2020-01-19 19:55:19,Israel,candyland,foodstuffs
b5af016a-4a94-4ce4-8def-7c22f1720e93,2020-01-24 0:21:28,10.64,lost,damaged_product,2020-01-20 16:53:47,Israel,candyland,foodstuffs
f564fc57-26a7-4613-8387-43d748e10133,2020-01-24 3:46:41,16.67,won,credit_not_processed,2020-01-20 7:12:48,Israel,candyland,foodstuffs
72a269b3-c8b9-48a8-8c9d-a7321d6dae4c,2020-01-24 8:39:09,13.13,lost,fraud,2020-01-20 21:18:23,Israel,candyland,foodstuffs
cdb5fdc5-8b9b-4e50-bdfb-3912ea5238a2,2020-01-24 16:02:22,12.6,won,product_not_received,2020-01-21 11:08:00,Israel,candyland,foodstuffs
6974e1ca-5045-4f00-a51a-7ece85b3b0bf,2020-01-24 23:09:45,22.11,won,fraud,2020-01-19 23:52:19,Israel,candyland,foodstuffs
f5b065c2-6578-4a39-9c76-556f21adbd2f,2020-01-25 19:06:57,13.25,won,fraud,2020-01-22 10:37:02,Israel,candyland,foodstuffs
51bda29f-2064-40a7-ac01-9092a3057242,2020-01-26 0:14:25,9.82,lost,product_not_received,2020-01-22 12:44:47,Israel,candyland,foodstuffs
152c42b6-46ee-4c07-a0dc-797fa9c4b26c,2020-01-26 0:28:56,18.36,lost,fraud,2020-01-21 23:05:35,Israel,candyland,foodstuffs
9aba47d4-2597-4a95-99d8-cb862ab7664c,2020-01-26 7:07:16,15.65,won,damaged_product,2020-01-21 8:10:40,Israel,candyland,foodstuffs
776afe58-5f5b-4b12-9687-013015649bc6,2020-01-26 11:25:15,13.02,lost,damaged_product,2020-01-21 20:46:43,Israel,candyland,foodstuffs
1d38bd43-533f-4ea2-a2f9-00693f135fa9,2020-01-26 17:02:05,11.67,lost,product_not_received,2020-01-23 14:55:07,Israel,candyland,foodstuffs
0e249e24-a60a-4b32-aee5-91227d24ae83,2020-01-26 20:34:41,12.11,lost,credit_not_processed,2020-01-23 12:46:14,Israel,candyland,foodstuffs
b4acbe42-7138-464c-ad7c-57559c9d6e86,2020-01-27 10:34:01,10.02,lost,fraud,2020-01-23 10:18:26,Israel,candyland,foodstuffs
3433465f-8071-4866-90a3-1d8d9e9aec55,2020-01-27 12:50:21,18.04,lost,fraud,2020-01-24 8:08:22,Israel,candyland,foodstuffs
80e2909c-3b30-47fe-b471-31a095a7803f,2020-01-27 20:39:49,14.07,won,fraud,2020-01-24 2:25:03,Israel,candyland,foodstuffs
1507012d-9135-4b99-b8c0-473f62172120,2020-01-27 22:45:33,8.19,won,fraud,2020-01-23 10:20:11,Israel,candyland,foodstuffs
2df47a09-2af9-46bb-82f2-39bb789d7791,2020-01-28 2:37:02,3.42,won,product_not_received,2020-01-24 22:59:56,Israel,candyland,foodstuffs
b8a94883-187b-45b8-8899-15fa076c7a1f,2020-01-28 2:47:10,19.99,won,damaged_product,2020-01-23 4:02:31,Israel,candyland,foodstuffs
b407eb2d-20e0-46e0-b050-c2c1935befa6,2020-01-28 5:19:34,22.79,won,credit_not_processed,2020-01-24 16:37:55,Israel,candyland,foodstuffs
7e5a23aa-8da8-43fc-b76f-024b5f2f5c3d,2020-01-28 10:12:14,32.86,won,damaged_product,2020-01-24 3:20:50,Israel,candyland,foodstuffs
5320e746-6f46-411c-be53-8e6f3db348e7,2020-01-28 10:16:57,20.37,won,unrecognized,2020-01-23 22:14:25,Israel,candyland,foodstuffs
5b39b4f6-f275-4ce2-a935-0cf3d391daed,2020-01-29 3:40:12,17.69,won,credit_not_processed,2020-01-26 1:13:54,Israel,candyland,foodstuffs
4ad21b63-adef-4822-8d24-a5d5c07b50d9,2020-01-29 11:21:32,14.77,lost,fraud,2020-01-25 6:36:34,Israel,candyland,foodstuffs
6670e67a-2c40-4c7e-9920-2945b5b8e611,2020-01-29 14:11:15,10.86,lost,fraud,2020-01-26 10:24:18,Israel,candyland,foodstuffs
c1f36d77-e99a-41c6-89da-8defe9c04f1e,2020-01-29 16:29:27,9.39,won,product_not_received,2020-01-25 7:27:32,Israel,candyland,foodstuffs
8582f821-8789-4d5b-90e7-efdf0ee66106,2020-01-29 16:46:05,8.25,lost,fraud,2020-01-26 5:24:17,Israel,candyland,foodstuffs
6a6fb216-dc94-4b97-847d-685154893363,2020-01-29 17:19:45,35.7,won,fraud,2020-01-25 3:38:35,Israel,candyland,foodstuffs
336e25b1-22a5-4cbd-84eb-fd54eafb80c1,2020-01-30 5:10:06,7.29,lost,damaged_product,2020-01-25 20:30:53,Israel,candyland,foodstuffs
c41d8683-2938-48a8-8f0c-cfbba6adc172,2020-01-30 21:29:09,20.11,lost,product_not_received,2020-01-26 0:53:52,Israel,candyland,foodstuffs
0dbd5be5-661c-4813-a3c8-9a8fb769ef70,2020-01-31 3:05:04,15.15,won,damaged_product,2020-01-26 14:30:37,Israel,candyland,foodstuffs
6803a255-d9ab-4a48-af6e-989ca9254e12,2020-02-01 0:16:57,13.6,lost,product_not_received,2020-01-28 10:30:38,Israel,candyland,foodstuffs
bee56aeb-cc95-4895-95e3-41344a79d6dc,2020-02-01 3:51:33,20.4,lost,fraud,2020-01-27 15:48:46,Israel,candyland,foodstuffs
5aa73040-dbe2-48bb-92cb-ce0ae03b74c7,2020-02-01 4:06:13,20.07,lost,damaged_product,2020-01-28 11:13:09,Israel,candyland,foodstuffs
091fa68e-6f37-4be7-a1e4-f0997ade43a3,2020-02-01 7:03:55,6.71,won,damaged_product,2020-01-27 9:33:29,Israel,candyland,foodstuffs
20f056fa-c726-4bf5-bc29-fa7418bd5aaa,2020-02-01 9:50:50,10.49,won,product_not_received,2020-01-28 8:12:32,Israel,candyland,foodstuffs
d2a26d67-80ee-4510-a400-4cdb77291bfb,2020-02-01 17:00:00,14.5,won,product_not_received,2020-01-29 5:14:51,Israel,candyland,foodstuffs
f73964df-4fa8-484b-810a-a017fbecad62,2020-02-01 19:58:31,8.64,lost,damaged_product,2020-01-28 3:07:46,Israel,candyland,foodstuffs
ffaf0661-581b-4e45-baf2-3bdcb34aa01b,2020-02-01 20:12:05,18.58,lost,fraud,2020-01-29 4:04:01,Israel,candyland,foodstuffs
a5bf95e4-acc2-4941-a32e-bbbf048d942f,2020-02-02 10:59:53,9.23,won,fraud,2020-01-29 16:48:04,Israel,candyland,foodstuffs
f2a2b6e1-dbdd-443a-87fb-5fa14d54a74d,2020-02-02 20:42:12,2.63,won,unrecognized,2020-01-30 1:08:19,Israel,candyland,foodstuffs
018b1c8b-d7c4-43b5-ad83-280b0a998ab0,2020-02-03 5:55:42,10.43,lost,fraud,2020-01-30 16:12:48,Israel,candyland,foodstuffs
,2020-02-03 5:55:42,10.43,lost,fraud,2020-01-30 16:12:48,Israel,candyland,foodstuffs
3b79deae-b252-43be-a6f6-7e69364887fd,2020-02-03 9:00:24,15.79,won,product_not_received,2020-01-31 8:04:35,Israel,candyland,foodstuffs
35f1d3e8-6ea5-41b2-b482-a9e39d3e46dc,2020-02-03 11:01:04,17.66,won,damaged_product,2020-01-30 10:16:34,Israel,candyland,foodstuffs
14aead97-de75-4133-9cca-d33a82e64eca,2020-02-03 12:19:02,9.88,won,damaged_product,2020-01-29 17:59:57,Israel,candyland,foodstuffs
e674a3c3-956a-4484-b472-6ae472a5b54f,2020-02-04 2:11:05,8.52,won,product_not_received,2020-01-31 5:46:40,Israel,candyland,foodstuffs
da30a76b-0c0c-4b9f-8d2d-dc26c8db6f0c,2020-02-04 3:26:53,19.57,lost,fraud,2020-01-31 6:35:21,Israel,candyland,foodstuffs
88aa8587-8e4c-47b4-808c-3d35a1f1b7bf,2020-02-04 12:15:15,20.65,won,fraud,2020-01-30 13:01:47,Israel,candyland,foodstuffs
7c9e54a7-1efb-45e6-991f-25bcb671d021,2020-02-04 16:49:44,1.08,lost,fraud,2020-01-31 10:57:38,Israel,candyland,foodstuffs
ad59b7cc-d7e0-4819-aa55-6dccad5f6ff5,2020-02-05 10:03:29,18.39,won,fraud,2020-02-02 3:59:58,Israel,candyland,foodstuffs
20a9d5dc-29c7-44a3-8c7f-e4ba86890487,2020-02-06 4:16:59,10.31,lost,fraud,2020-02-01 6:04:53,Israel,candyland,foodstuffs
89e7ca8e-8243-41a0-a42b-94acdd6de953,2020-02-06 14:02:19,15.72,won,product_not_received,2020-02-03 8:18:00,Israel,candyland,foodstuffs
058c27de-4056-4191-b12c-17b21aca8005,2020-02-06 14:25:06,22.29,lost,product_not_received,2020-02-02 22:39:42,Israel,candyland,foodstuffs
f596ae1c-947a-4b8b-8e05-ee4638eed684,2020-02-06 15:06:21,8.59,won,product_not_received,2020-02-03 4:11:12,Israel,candyland,foodstuffs
dffc5c1c-7ea9-4dfb-9d39-ef272143cee3,2020-02-07 3:38:07,11.81,lost,credit_not_processed,2020-02-02 13:20:22,Israel,candyland,foodstuffs
4716dc6b-8283-4fa1-baa7-ff69b646aac9,2020-02-07 9:29:42,13.72,won,product_not_received,2020-02-03 22:57:45,Israel,candyland,foodstuffs
64fc944c-9201-4f5b-ab20-9b9e7fbe07a7,2020-02-07 16:57:29,19.13,lost,fraud,2020-02-03 7:38:54,Israel,candyland,foodstuffs
cb1b51bb-e86b-43b9-84d9-33bfd895ae47,2020-02-08 4:04:44,20.32,won,product_not_received,2020-02-03 21:28:16,Israel,candyland,foodstuffs
26522f1b-6c79-4bdb-842d-08b9bb8511b5,2020-02-08 5:26:31,2.37,lost,fraud,2020-02-03 12:43:18,Israel,candyland,foodstuffs
1c06ce24-8b6a-47bb-bd81-5ded5e8dff09,2020-02-08 17:41:48,7.16,lost,product_not_received,2020-02-04 3:54:10,Israel,candyland,foodstuffs
8d40a279-b8f6-4fd2-af09-17e7c0e1667e,2020-02-08 18:48:12,21.61,lost,fraud,2020-02-04 1:55:16,Israel,candyland,foodstuffs
61125ecb-f49b-4601-b633-6b09c7788f2c,2020-02-08 19:58:38,15.76,won,credit_not_processed,2020-02-04 5:11:01,Israel,candyland,foodstuffs
548c5066-38a4-49a5-80b3-ad7cd2506719,2020-02-08 20:33:28,32.41,won,product_not_received,2020-02-05 8:29:25,Israel,candyland,foodstuffs
a5a25930-c534-4078-a58e-49133e3dd7ae,2020-02-09 13:46:33,13.41,lost,damaged_product,2020-02-06 7:39:58,Israel,candyland,foodstuffs
6d1c3948-ce8f-41ab-9c40-c16474285988,2020-02-09 23:15:43,13.05,lost,product_not_received,2020-02-06 3:39:33,Israel,candyland,foodstuffs
7e2ce925-c0d1-4f18-ba8b-40266450d054,2020-02-10 1:07:20,24.16,lost,product_not_received,2020-02-05 16:36:34,Israel,candyland,foodstuffs
d47bdb60-f403-45a0-87bf-ceab46920605,2020-02-10 2:19:10,15.23,won,unrecognized,2020-02-05 21:13:17,Israel,candyland,foodstuffs
cb24db62-2dd1-4999-adbd-263d03c51ad5,2020-02-10 6:31:04,7.77,lost,fraud,2020-02-06 4:35:26,Israel,candyland,foodstuffs
4627186f-ee8d-4dc9-ba29-675fd7693c39,2020-02-10 11:29:05,12.58,won,product_not_received,2020-02-05 22:56:44,Israel,candyland,foodstuffs
c702076a-527e-482e-a2c4-7022fc1cfe5e,2020-02-10 17:17:27,20.02,won,credit_not_processed,2020-02-06 2:00:24,Israel,candyland,foodstuffs
2d5d6584-5dfb-4ddc-8d8a-fe17a2109cb3,2020-02-11 1:39:13,12.41,won,damaged_product,2020-02-07 5:05:30,Israel,candyland,foodstuffs
cd4c1fe5-f0c6-4884-b302-1e2ee961e5c4,2020-02-12 4:05:45,10.09,won,fraud,2020-02-08 0:25:11,Israel,candyland,foodstuffs
ea11745e-a8dd-485c-b65f-f3a04f7baf02,2020-02-12 10:14:17,1.08,lost,fraud,2020-02-08 7:08:50,Israel,candyland,foodstuffs
c943c084-d5c6-468a-aae9-65e3e050f5ef,2020-02-12 12:04:17,6.52,won,fraud,2020-02-08 1:45:02,Israel,candyland,foodstuffs
0d715ae4-77ec-4049-9ee0-49d4e39ee171,2020-02-12 14:10:34,15.72,lost,product_not_received,2020-02-07 15:04:51,Israel,candyland,foodstuffs
c26ad6e9-d6ec-40fa-a532-ea70c4821cb7,2020-02-12 17:24:15,14.35,lost,damaged_product,2020-02-09 9:28:56,Israel,candyland,foodstuffs
b5b0aae7-f64d-4e0c-9cfa-f19fb9b23592,2020-02-13 1:22:44,13.4,won,damaged_product,2020-02-09 15:27:03,Israel,candyland,foodstuffs
e7f92f7a-0602-43e2-9426-8e12121fa773,2020-02-13 15:05:56,24.31,won,damaged_product,2020-02-09 3:52:36,Israel,candyland,foodstuffs
6b907e0c-b938-4ea9-a0e1-410eaaf9915d,2020-02-13 19:44:35,14.46,lost,damaged_product,2020-02-10 9:29:08,Israel,candyland,foodstuffs
0d149065-cba2-4d3a-958b-c3b4471a26c5,2020-02-14 11:26:13,37.58,lost,product_not_received,2020-02-10 6:08:28,Israel,candyland,foodstuffs
b1179f14-fcc6-4390-a09a-849d1fbe8e2f,2020-02-14 17:23:21,13.51,lost,fraud,2020-02-10 15:54:18,Israel,candyland,foodstuffs
86f0f5a5-9358-4cfc-b8a0-4fdb90886540,2020-02-15 0:30:51,19.62,won,damaged_product,2020-02-11 3:36:24,Israel,candyland,foodstuffs
7def040c-7fa5-48f1-9317-23f7f0b0f838,2020-02-15 1:00:07,24.53,won,damaged_product,2020-02-10 14:13:19,Israel,candyland,foodstuffs
a7500f50-e687-4476-88c5-1e2f37fa0c29,2020-02-15 8:05:11,18.12,lost,fraud,2020-02-11 20:22:30,Israel,candyland,foodstuffs
213dad3d-8334-4219-ba66-b2143221243e,2020-02-15 16:08:55,21.99,lost,fraud,2020-02-11 23:46:10,Israel,candyland,foodstuffs
e9de237f-fb4a-4242-b9a5-41879820f15f,2020-02-16 2:49:28,10.49,won,unrecognized,2020-02-11 20:44:26,Israel,candyland,foodstuffs
f2b77a66-33e7-40d0-8758-4cff7f296d90,2020-02-16 5:08:50,7.01,won,damaged_product,2020-02-12 15:33:47,Israel,candyland,foodstuffs
28743b23-4c3b-42ac-853b-62a3630e0599,2020-02-16 14:45:45,19.84,lost,unrecognized,2020-02-12 4:13:47,Israel,candyland,foodstuffs
7fbfed00-ba5c-4a41-ac21-434fa724d89e,2020-02-17 8:31:22,18.99,lost,product_not_received,2020-02-13 22:03:37,Israel,candyland,foodstuffs
1aee3df5-4689-41da-9e97-9f92a7e44516,2020-02-17 19:40:09,14.3,won,damaged_product,2020-02-13 12:14:36,Israel,candyland,foodstuffs
797f2142-4ac6-4b00-a13c-1bf9f020f389,2020-02-18 6:26:05,22.83,won,product_not_received,2020-02-13 8:49:58,Israel,candyland,foodstuffs
e95c65f0-074e-4f01-831c-b30a81f2316e,2020-02-18 18:24:21,15.1,lost,fraud,2020-02-14 7:52:51,Israel,candyland,foodstuffs
